facility_id,facility_name,address,city,state,zip,phone,google_maps_url,combined_text
T00226,Central Florida Behavioral Hospital,6601 Central Florida Parkway,Orlando,FL,32821,4073700111,https://www.google.com/maps/place/Central+Florida+Behavioral+Hospital/data=!4m7!3m6!1s0x88e77e2b056d7b6b:0x951d5add30f5cf5d!8m2!3d28.4092338!4d-81.4696702!16s%2Fg%2F11cm0s0zc4!19sChIJa3ttBSt-54gRXc_1MN1aHZU?authuser=0&hl=zh-CN&rclk=1,central florida behavioral hospital 6601 central florida parkway orlando fl 32821 4073700111 mental health behavioral health counseling therapy psychiatry psychology
T00227,Central Wyoming Counseling Center,1490 Wilkins Circle,Casper,WY,82601,3072379583,https://www.google.com/maps/place/Central+Wyoming+Counseling+Center/data=!4m7!3m6!1s0x8760bccdb4ef16c5:0x522e67dc05fa64f8!8m2!3d42.8669852!4d-106.3422821!16s%2Fg%2F1tf6mpq8!19sChIJxRbvtM28YIcR-GT6BdxnLlI?authuser=0&hl=zh-CN&rclk=1,central wyoming counseling center 1490 wilkins circle casper wy 82601 3072379583 mental health behavioral health counseling therapy psychiatry psychology
T00228,Changing Minds Psychiatry,West Washington Avenue,Las Vegas,NV,88128,7024058088,https://www.google.com/maps/place/Changing+Minds+Psychiatry/data=!4m7!3m6!1s0x80c8c057175de503:0xafa895f18451456b!8m2!3d36.1819552!4d-115.2615037!16s%2Fg%2F11f03wdxb3!19sChIJA-VdF1fAyIARa0VRhPGVqK8?authuser=0&hl=zh-CN&rclk=1,changing minds psychiatry west washington avenue las vegas nv 88128 7024058088 mental health behavioral health counseling therapy psychiatry psychology
T00229,Charleston Dorchester Mental Health Center,2090 Charlie Hall Boulevard,Charleston,SC,29414,8438524100,https://www.google.com/maps/place/Charleston+Dorchester+Mental+Health+Center/data=!4m7!3m6!1s0x88fe7c565ea8178b:0xef301b456fa62c6e!8m2!3d32.8144783!4d-80.0461502!16s%2Fg%2F1tnsssl5!19sChIJixeoXlZ8_ogRbiymb0UbMO8?authuser=0&hl=zh-CN&rclk=1,charleston dorchester mental health center 2090 charlie hall boulevard charleston sc 29414 8438524100 mental health behavioral health counseling therapy psychiatry psychology
T00230,Charleston Medicine & Behavioral Health,175 Folly Road,Charleston,SC,29412,8439138558,https://www.google.com/maps/place/Charleston+Medicine+%26+Behavioral+Health/data=!4m7!3m6!1s0x88fe79cc808a4467:0x3c8b9bcbe549769c!8m2!3d32.7642537!4d-79.9748061!16s%2Fg%2F11t8h0817j!19sChIJZ0SKgMx5_ogRnHZJ5cubizw?authuser=0&hl=zh-CN&rclk=1,charleston medicine & behavioral health 175 folly road charleston sc 29412 8439138558 mental health behavioral health counseling therapy psychiatry psychology
T00231,Chestnut Ridge Center Comprehensive Behavioral Medicine,930 Chestnut Ridge Road,Morgantown,WV,26505,3045984214,https://www.google.com/maps/place/Chestnut+Ridge+Center+Comprehensive+Behavioral+Medicine/data=!4m7!3m6!1s0x88357b1436ad29d1:0x49dc71aa6e97c9cf!8m2!3d39.6549599!4d-79.9557651!16s%2Fg%2F1tfh59l3!19sChIJ0SmtNhR7NYgRz8mXbqpx3Ek?authuser=0&hl=zh-CN&rclk=1,chestnut ridge center comprehensive behavioral medicine 930 chestnut ridge road morgantown wv 26505 3045984214 mental health behavioral health counseling therapy psychiatry psychology
T00232,Chicago Behavioral Hospital,555 Wilson Lane,Des Plaines,IL,60016,8477685430,https://www.google.com/maps/place/Chicago+Behavioral+Hospital/data=!4m7!3m6!1s0x880fb793f884cfbb:0x9ad325cf275785bd!8m2!3d42.043617!4d-87.879055!16s%2Fg%2F11b6p_8qmf!19sChIJu8-E-JO3D4gRvYVXJ88l05o?authuser=0&hl=zh-CN&rclk=1,chicago behavioral hospital 555 wilson lane des plaines il 60016 8477685430 mental health behavioral health counseling therapy psychiatry psychology
T00233,Chicago Mental Health Clinics,28-34 East 112th Place,Chicago,IL,60628,3127477320,https://www.google.com/maps/place/Chicago+Mental+Health+Clinics/data=!4m7!3m6!1s0x880e242913acfded:0xf655faee550f5d86!8m2!3d41.6901406!4d-87.621904!16s%2Fg%2F1tnjk4gy!19sChIJ7f2sEykkDogRhl0PVe76VfY?authuser=0&hl=zh-CN&rclk=1,chicago mental health clinics 28-34 east 112th place chicago il 60628 3127477320 mental health behavioral health counseling therapy psychiatry psychology
T00234,Chicago-Read Mental Health Center,4200 North Oak Park Avenue,Chicago,IL,60634,7737944000,https://www.google.com/maps/place/Chicago-Read+Mental+Health+Center/data=!4m7!3m6!1s0x880fcb95b743729d:0x7e42df0192263882!8m2!3d41.9553106!4d-87.7992405!16s%2Fm%2F04g38j7!19sChIJnXJDt5XLD4gRgjgmkgHfQn4?authuser=0&hl=zh-CN&rclk=1,chicago-read mental health center 4200 north oak park avenue chicago il 60634 7737944000 mental health behavioral health counseling therapy psychiatry psychology
T00235,Children's Behavioral Health,3867 Wolverine Street Northeast,Salem,OR,97305,5035885352,https://www.google.com/maps/place/Children%27s+Behavioral+Health/data=!4m7!3m6!1s0x54bffe8d8937a5a5:0xf979e0151407ed7!8m2!3d44.9596772!4d-122.984178!16s%2Fg%2F1v_smzcb!19sChIJpaU3iY3-v1QR135AUQGelw8?authuser=0&hl=zh-CN&rclk=1,children's behavioral health 3867 wolverine street northeast salem or 97305 5035885352 mental health behavioral health counseling therapy psychiatry psychology
T00236,Children's Nebraska Behavioral Health,Western Avenue,Omaha,NE,68114,4029553900,https://www.google.com/maps/place/Children%27s+Nebraska+Behavioral+Health/data=!4m7!3m6!1s0x87938d03ef6bd9b9:0x68f577adcc36d059!8m2!3d41.2700954!4d-96.0532618!16s%2Fg%2F11h0zwh_47!19sChIJudlr7wONk4cRWdA2zK139Wg?authuser=0&hl=zh-CN&rclk=1,children's nebraska behavioral health western avenue omaha ne 68114 4029553900 mental health behavioral health counseling therapy psychiatry psychology
T00237,Christ Hospital Psychotherapy Behavioral Health,176 Palisade Avenue,Jersey City,NJ,07306,2017958375,https://www.google.com/maps/place/Christ+Hospital+Psychotherapy+Behavioral+Health/data=!4m7!3m6!1s0x89c257489a5b7229:0x214b3c0747a6fd76!8m2!3d40.7350526!4d-74.049866!16s%2Fg%2F12j1gb5v_!19sChIJKXJbmkhXwokRdv2mRwc8SyE?authuser=0&hl=zh-CN&rclk=1,christ hospital psychotherapy behavioral health 176 palisade avenue jersey city nj 07306 2017958375 mental health behavioral health counseling therapy psychiatry psychology
T00238,Christian Psychological Center,Address not available,Memphis,TN,38152,9014586291,https://www.google.com/maps/place/Christian+Psychological+Center/data=!4m7!3m6!1s0x887f86ab9335bf11:0xdf356ac515fcbe7a!8m2!3d35.1231597!4d-89.9308577!16s%2Fg%2F11bbyjzlbz!19sChIJEb81k6uGf4gRer78FcVqNd8?authuser=0&hl=zh-CN&rclk=1,christian psychological center memphis tn 38152 9014586291 mental health behavioral health counseling therapy psychiatry psychology
T00239,ChristianaCare Behavioral Health,North Jefferson Street,Wilmington,DE,19801,3023202100,https://www.google.com/maps/place/ChristianaCare+Behavioral+Health/data=!4m7!3m6!1s0x89c6fd3eebd4a985:0xb5367542c8970fa4!8m2!3d39.7509718!4d-75.5500504!16s%2Fg%2F1tf88140!19sChIJhanU6z79xokRpA-XyEJ1NrU?authuser=0&hl=zh-CN&rclk=1,christianacare behavioral health north jefferson street wilmington de 19801 3023202100 mental health behavioral health counseling therapy psychiatry psychology
T00240,Chrysalis Behavioral Health Services and Training Center,1616 16th Avenue South,Fargo,ND,58103,7018095370,https://www.google.com/maps/place/Chrysalis+Behavioral+Health+Services+and+Training+Center/data=!4m7!3m6!1s0x52c8cdc99a35517b:0xfe504eaffc1c7a6d!8m2!3d46.8554027!4d-96.8072149!16s%2Fg%2F11gtctt143!19sChIJe1E1msnNyFIRbXoc_K9OUP4?authuser=0&hl=zh-CN&rclk=1,chrysalis behavioral health services and training center 1616 16th avenue south fargo nd 58103 7018095370 mental health behavioral health counseling therapy psychiatry psychology
T00241,Chrysalis Psychiatry,2616 Mesilla Street Northeast,Albuquerque,NM,87110,5055768458,https://www.google.com/maps/place/Chrysalis+Psychiatry/data=!4m7!3m6!1s0x87220b18192e8269:0x44bef4768751d495!8m2!3d35.1101295!4d-106.5653402!16s%2Fg%2F11hv5tnsgr!19sChIJaYIuGRgLIocRldRRh3b0vkQ?authuser=0&hl=zh-CN&rclk=1,chrysalis psychiatry 2616 mesilla street northeast albuquerque nm 87110 5055768458 mental health behavioral health counseling therapy psychiatry psychology
T00242,Cira Center For Behavioral Health,151-155 North Michigan Avenue,Chicago,IL,60601,8723958091,https://www.google.com/maps/place/Cira+Center+For+Behavioral+Health/data=!4m7!3m6!1s0x880e34b77fe136b1:0x26bd18b03c35d1f5!8m2!3d41.884942!4d-87.6241651!16s%2Fg%2F11bx23p4xl!19sChIJsTbhf7c0DogR9dE1PLAYvSY?authuser=0&hl=zh-CN&rclk=1,cira center for behavioral health 151-155 north michigan avenue chicago il 60601 8723958091 mental health behavioral health counseling therapy psychiatry psychology
T00243,Clarity Clinic Psychiatry & Therapy,333 North Michigan Avenue,Chicago,IL,60601,3128159660,https://www.google.com/maps/place/Clarity+Clinic+Psychiatry+%26+Therapy/data=!4m7!3m6!1s0x880e2db3a194e8cd:0x75c213a2737b188d!8m2!3d41.8878438!4d-87.6242651!16s%2Fg%2F11gync14mh!19sChIJzeiUobMtDogRjRh7c6ITwnU?authuser=0&hl=zh-CN&rclk=1,clarity clinic psychiatry & therapy 333 north michigan avenue chicago il 60601 3128159660 mental health behavioral health counseling therapy psychiatry psychology
T00244,Clarvida,1781 Wrightsboro Road,Augusta,GA,30904,7067368170,https://www.google.com/maps/place/Clarvida/data=!4m7!3m6!1s0x88f9cdcbf24254df:0xdc2f5cba57ed5a45!8m2!3d33.466255!4d-82.0014348!16s%2Fg%2F1tgnsh_s!19sChIJ31RC8svN-YgRRVrtV7pcL9w?authuser=0&hl=zh-CN&rclk=1,clarvida 1781 wrightsboro road augusta ga 30904 7067368170 mental health behavioral health counseling therapy psychiatry psychology
T00245,Clear Minds Behavioral Health,11861 Coursey Boulevard,Baton Rouge,LA,70816,2256128656,https://www.google.com/maps/place/Clear+Minds+Behavioral+Health/data=!4m7!3m6!1s0x8626bb462cb986ad:0x724a3ac8eeb3446!8m2!3d30.4115544!4d-91.0486693!16s%2Fg%2F11f0436y22!19sChIJrYa5LEa7JoYRRjTrjqyjJAc?authuser=0&hl=zh-CN&rclk=1,clear minds behavioral health 11861 coursey boulevard baton rouge la 70816 2256128656 mental health behavioral health counseling therapy psychiatry psychology
T00246,Cleveland Psychiatry Associates,7063 Stadium Drive,Brecksville,OH,44141,4406309426,https://www.google.com/maps/place/Cleveland+Psychiatry+Associates/data=!4m7!3m6!1s0x8830e775dbec1847:0xe4234defd5e9646!8m2!3d41.3204583!4d-81.6287404!16s%2Fg%2F11my5th8d7!19sChIJRxjs23XnMIgRRpZe_d40Qg4?authuser=0&hl=zh-CN&rclk=1,cleveland psychiatry associates 7063 stadium drive brecksville oh 44141 4406309426 mental health behavioral health counseling therapy psychiatry psychology
T00247,Clive Behavioral Health,Forest Avenue,Clive,IA,50325,8446800504,https://www.google.com/maps/place/Clive+Behavioral+Health/data=!4m7!3m6!1s0x87ec21c9e368ae2b:0xa634b6ced4e04685!8m2!3d41.603669!4d-93.7735904!16s%2Fg%2F11fw4f32_7!19sChIJK65o48kh7IcRhUbg1M62NKY?authuser=0&hl=zh-CN&rclk=1,clive behavioral health forest avenue clive ia 50325 8446800504 mental health behavioral health counseling therapy psychiatry psychology
T00248,Coastal Harbor Health System:[Coastal Harbor Treatment Center / Coastal Behavioral Health],1150 Cornell Avenue,Savannah,GA,31406,9123543911,https://www.google.com/maps/place/Coastal+Harbor+Health+System:%5BCoastal+Harbor+Treatment+Center+%2F+Coastal+Behavioral+Health%5D/data=!4m7!3m6!1s0x88fb75b87a61cdb7:0x99fe878d3ea1ac4d!8m2!3d32.0125189!4d-81.0956371!16s%2Fg%2F1yl49gy63!19sChIJt81herh1-4gRTayhPo2H_pk?authuser=0&hl=zh-CN&rclk=1,coastal harbor health system:[coastal harbor treatment center / coastal behavioral health] 1150 cornell avenue savannah ga 31406 9123543911 mental health behavioral health counseling therapy psychiatry psychology
T00249,Collaborative Solutions in Psychiatry - Westside,6515 Grand Teton Plaza,Madison,WI,53719,6087139898,https://www.google.com/maps/place/Collaborative+Solutions+in+Psychiatry+-+Westside/data=!4m7!3m6!1s0x8807af0709c3eb71:0xdc198857cf22705f!8m2!3d43.0588176!4d-89.4938274!16s%2Fg%2F11bw5x9__3!19sChIJcevDCQevB4gRX3Aiz1eIGdw?authuser=0&hl=zh-CN&rclk=1,collaborative solutions in psychiatry - westside 6515 grand teton plaza madison wi 53719 6087139898 mental health behavioral health counseling therapy psychiatry psychology
T00250,College Medical Center-Phoenix Behavioral Health Center,1800 East Van Buren Street,Phoenix,AZ,85006,6022518535,https://www.google.com/maps/place/College+Medical+Center-Phoenix+Behavioral+Health+Center/data=!4m7!3m6!1s0x872ba9c89fa55291:0x993c745c36b6c1cd!8m2!3d33.4531811!4d-112.0419732!16s%2Fm%2F04g3ptf!19sChIJkVKln8ipK4cRzcG2Nlx0PJk?authuser=0&hl=zh-CN&rclk=1,college medical center-phoenix behavioral health center 1800 east van buren street phoenix az 85006 6022518535 mental health behavioral health counseling therapy psychiatry psychology
T00251,Columbia Area Mental Health Center,Harden Street,Columbia,SC,29220,8038984800,https://www.google.com/maps/place/Columbia+Area+Mental+Health+Center/data=!4m7!3m6!1s0x88f8a51f7a5ef873:0x3cced15409dfe775!8m2!3d34.0242729!4d-81.0349807!16s%2Fg%2F1tmpfstv!19sChIJc_heeh-l-IgRdeffCVTRzjw?authuser=0&hl=zh-CN&rclk=1,columbia area mental health center harden street columbia sc 29220 8038984800 mental health behavioral health counseling therapy psychiatry psychology
T00252,Community Alliance,Arbor Street,Omaha,NE,68106,4023415128,https://www.google.com/maps/place/Community+Alliance/data=!4m7!3m6!1s0x87938e7b4503a3af:0x2ed9d1a50529df23!8m2!3d41.236914!4d-96.0230252!16s%2Fg%2F1tlw9kzk!19sChIJr6MDRXuOk4cRI98pBaXR2S4?authuser=0&hl=zh-CN&rclk=1,community alliance arbor street omaha ne 68106 4023415128 mental health behavioral health counseling therapy psychiatry psychology
T00253,Community Behavioral Health,801 Market Street,Philadelphia,PA,19107,8885452600,https://www.google.com/maps/place/Community+Behavioral+Health/data=!4m7!3m6!1s0x89c6c8826cf83da7:0x1e9e0c1bd60d8e1d!8m2!3d39.9517607!4d-75.1540757!16s%2Fg%2F1tgptkzn!19sChIJpz34bILIxokRHY4N1hsMnh4?authuser=0&hl=zh-CN&rclk=1,community behavioral health 801 market street philadelphia pa 19107 8885452600 mental health behavioral health counseling therapy psychiatry psychology
T00254,Community Counseling Center,209 South Pratt Avenue,Carson City,NV,89701,7758823945,https://www.google.com/maps/place/Community+Counseling+Center/data=!4m7!3m6!1s0x80990a9df9332d25:0xbe0f8bf1b3729fd3!8m2!3d39.1627861!4d-119.7597506!16s%2Fg%2F11c31vl5mr!19sChIJJS0z-Z0KmYAR059ys_GLD74?authuser=0&hl=zh-CN&rclk=1,community counseling center 209 south pratt avenue carson city nv 89701 7758823945 mental health behavioral health counseling therapy psychiatry psychology
T00255,Community Health & Counseling Services,42 Cedar Street,Bangor,ME,04401,2079470366,https://www.google.com/maps/place/Community+Health+%26+Counseling+Services/data=!4m7!3m6!1s0x4cae4b4326092fff:0x572899487074c95b!8m2!3d44.7969226!4d-68.7750379!16s%2Fg%2F1td4twn2!19sChIJ_y8JJkNLrkwRW8l0cEiZKFc?authuser=0&hl=zh-CN&rclk=1,community health & counseling services 42 cedar street bangor me 04401 2079470366 mental health behavioral health counseling therapy psychiatry psychology
T00256,Community Health North Main,231 North Main Street,Rutland City,VT,05702,8027727992,https://www.google.com/maps/place/Community+Health+North+Main/data=!4m7!3m6!1s0x89e0257b70ea9f67:0x239d868428e363ee!8m2!3d43.6254577!4d-72.9758224!16s%2Fg%2F11t126hdl3!19sChIJZ5_qcHsl4IkR7mPjKISGnSM?authuser=0&hl=zh-CN&rclk=1,community health north main 231 north main street rutland city vt 05702 8027727992 mental health behavioral health counseling therapy psychiatry psychology
T00257,Community Health Rutland,215 Stratton Road,Rutland City,VT,05701,8027733386,https://www.google.com/maps/place/Community+Health+Rutland/data=!4m7!3m6!1s0x89e024f8085a2343:0xe977a9b5cf92568c!8m2!3d43.6019069!4d-72.9569961!16s%2Fg%2F1tx16bzz!19sChIJQyNaCPgk4IkRjFaSz7Wpd-k?authuser=0&hl=zh-CN&rclk=1,community health rutland 215 stratton road rutland city vt 05701 8027733386 mental health behavioral health counseling therapy psychiatry psychology
T00258,Community Hospital North Behavioral Health Pavilion,7150 Clearvista Drive,Indianapolis,IN,46256,3176215100,https://www.google.com/maps/place/Community+Hospital+North+Behavioral+Health+Pavilion/data=!4m7!3m6!1s0x886b4cc51d6eb2ab:0xfd5dfc0a1873dbc3!8m2!3d39.9016042!4d-86.0415117!16s%2Fg%2F1hdzq4660!19sChIJq7JuHcVMa4gRw9tzGAr8Xf0?authuser=0&hl=zh-CN&rclk=1,community hospital north behavioral health pavilion 7150 clearvista drive indianapolis in 46256 3176215100 mental health behavioral health counseling therapy psychiatry psychology
T00259,Community House Mental Health Agency,2212 South Jackson Street,Seattle,WA,98144,2063222387,https://www.google.com/maps/place/Community+House+Mental+Health+Agency/data=!4m7!3m6!1s0x54906ae98e598131:0xf84e473da600309e!8m2!3d47.5994789!4d-122.3026847!16s%2Fg%2F11bx596fxf!19sChIJMYFZjulqkFQRnjAApj1HTvg?authuser=0&hl=zh-CN&rclk=1,community house mental health agency 2212 south jackson street seattle wa 98144 2063222387 mental health behavioral health counseling therapy psychiatry psychology
T00260,Community Mental/Behavioral Services,Hillsdale Court,Indianapolis,IN,46250,3176217740,https://www.google.com/maps/place/Community+Mental%2FBehavioral+Services/data=!4m7!3m6!1s0x886b4cdc335b8b97:0x58b6f95281d7e3f8!8m2!3d39.8976339!4d-86.0475369!16s%2Fg%2F1tdk5y3t!19sChIJl4tbM9xMa4gR-OPXgVL5tlg?authuser=0&hl=zh-CN&rclk=1,community mental/behavioral services hillsdale court indianapolis in 46250 3176217740 mental health behavioral health counseling therapy psychiatry psychology
T00261,"Community and Long-Term Care Psychiatry, LLC",10004 Kennerly Road,Concord,MO,63128,3145255050,"https://www.google.com/maps/place/Community+and+Long-Term+Care+Psychiatry,+LLC/data=!4m7!3m6!1s0x87d8cf35cd8e18b3:0xcd695b20df33ae9a!8m2!3d38.5078107!4d-90.3789196!16s%2Fg%2F11c58pvmp2!19sChIJsxiOzTXP2IcRmq4z3yBbac0?authuser=0&hl=zh-CN&rclk=1","community and long-term care psychiatry, llc 10004 kennerly road concord mo 63128 3145255050 mental health behavioral health counseling therapy psychiatry psychology"
T00262,Compass Health Network Children’s Center,1887 Stadium Boulevard,Jefferson City,MO,65109,5736343000,https://www.google.com/maps/place/Compass+Health+Network+Children%E2%80%99s+Center/data=!4m7!3m6!1s0x87db5e95a5b0c71d:0x35b3686271ae1187!8m2!3d38.5663125!4d-92.2021878!16s%2Fg%2F1td1qf3k!19sChIJHcewpZVe24cRhxGucWJoszU?authuser=0&hl=zh-CN&rclk=1,compass health network children’s center 1887 stadium boulevard jefferson city mo 65109 5736343000 mental health behavioral health counseling therapy psychiatry psychology
T00263,Compassion Counseling PLLC,East 17th Street,Idaho Falls,ID,83405,2085571517,https://www.google.com/maps/place/Compassion+Counseling+PLLC/data=!4m7!3m6!1s0x53545fd33df44a2f:0xfb21eb3ffb91e19c!8m2!3d43.4819186!4d-111.9947635!16s%2Fg%2F11p00lxgtc!19sChIJL0r0PdNfVFMRnOGR-z_rIfs?authuser=0&hl=zh-CN&rclk=1,compassion counseling pllc east 17th street idaho falls id 83405 2085571517 mental health behavioral health counseling therapy psychiatry psychology
T00264,"Comprehensive Clincal Services, P.C.",West Galena Boulevard,Aurora,IL,60506,6302611210,"https://www.google.com/maps/place/Comprehensive+Clincal+Services,+P.C./data=!4m7!3m6!1s0x880ee58dd8a72a73:0x7e23753aba7de5!8m2!3d41.763652!4d-88.3662289!16s%2Fg%2F11j99zw82p!19sChIJcyqn2I3lDogR5X26OnUjfgA?authuser=0&hl=zh-CN&rclk=1","comprehensive clincal services, p.c. west galena boulevard aurora il 60506 6302611210 mental health behavioral health counseling therapy psychiatry psychology"
T00265,Comprehensive Mental Health Services,East 23rd South Street,Independence,MO,64057,8162543652,https://www.google.com/maps/place/Comprehensive+Mental+Health+Services/data=!4m7!3m6!1s0x87c102cba827691b:0x2dfaf0517b0e6db2!8m2!3d39.0792214!4d-94.3713071!16s%2Fg%2F1tf7h5qs!19sChIJG2knqMsCwYcRsm0Oe1Hw-i0?authuser=0&hl=zh-CN&rclk=1,comprehensive mental health services east 23rd south street independence mo 64057 8162543652 mental health behavioral health counseling therapy psychiatry psychology
T00266,"Concord Behavioral Health, LLC",505 South Street,Bow,NH,03304,6032726500,"https://www.google.com/maps/place/Concord+Behavioral+Health,+LLC/data=!4m7!3m6!1s0x89e26a9981c508fd:0xd5511bd8205fd3db!8m2!3d43.1739406!4d-71.5352886!16s%2Fg%2F1tg82gf9!19sChIJ_QjFgZlq4okR29NfINgbUdU?authuser=0&hl=zh-CN&rclk=1","concord behavioral health, llc 505 south street bow nh 03304 6032726500 mental health behavioral health counseling therapy psychiatry psychology"
T00267,Concordia Mind Health,5000 South Minnesota Avenue,Sioux Falls,SD,57108,6054009975,https://www.google.com/maps/place/Concordia+Mind+Health/data=!4m7!3m6!1s0x878eb6154f119edd:0x70165cddf39f2f0f!8m2!3d43.4981286!4d-96.7285502!16s%2Fg%2F11f5tvvgf1!19sChIJ3Z4RTxW2jocRDy-f891cFnA?authuser=0&hl=zh-CN&rclk=1,concordia mind health 5000 south minnesota avenue sioux falls sd 57108 6054009975 mental health behavioral health counseling therapy psychiatry psychology
T00268,Cone Health Behavioral Health Hospital,700 Walter Reed Drive,Greensboro,NC,27403,3368329600,https://www.google.com/maps/place/Cone+Health+Behavioral+Health+Hospital/data=!4m7!3m6!1s0x885319516a36dc1f:0x3cbfa6db604aafea!8m2!3d36.0827901!4d-79.8225118!16zL20vMGJrX3Zo!19sChIJH9w2alEZU4gR6q9KYNumvzw?authuser=0&hl=zh-CN&rclk=1,cone health behavioral health hospital 700 walter reed drive greensboro nc 27403 3368329600 mental health behavioral health counseling therapy psychiatry psychology
T00269,Connecticut Center for Psychiatric Wellness,Sherman Avenue,New Haven,CT,06511,2036800030,https://www.google.com/maps/place/Connecticut+Center+for+Psychiatric+Wellness/data=!4m7!3m6!1s0x89e7d9aa973dbf69:0xf0ec038a4b07a157!8m2!3d41.3105673!4d-72.9451462!16s%2Fg%2F11wvpvpjvz!19sChIJab89l6rZ54kRV6EHS4oD7PA?authuser=0&hl=zh-CN&rclk=1,connecticut center for psychiatric wellness sherman avenue new haven ct 06511 2036800030 mental health behavioral health counseling therapy psychiatry psychology
T00270,Connecticut Mental Health Center,34 Park Street,New Haven,CT,06511,2039747300,https://www.google.com/maps/place/Connecticut+Mental+Health+Center/data=!4m7!3m6!1s0x89e7d8525154341f:0x2161c5fdfaa7fa24!8m2!3d41.3054677!4d-72.9367699!16s%2Fg%2F1tp2893c!19sChIJHzRUUVLY54kRJPqn-v3FYSE?authuser=0&hl=zh-CN&rclk=1,connecticut mental health center 34 park street new haven ct 06511 2039747300 mental health behavioral health counseling therapy psychiatry psychology
T00271,Connections Behavioral Health Center,777 East William Street,Carson City,NV,89701,7756860117,https://www.google.com/maps/place/Connections+Behavioral+Health+Center/data=!4m7!3m6!1s0x80990a99be055555:0xc647ef6359b1d923!8m2!3d39.1701645!4d-119.7614445!16s%2Fg%2F11hdjcz872!19sChIJVVUFvpkKmYARI9mxWWPvR8Y?authuser=0&hl=zh-CN&rclk=1,connections behavioral health center 777 east william street carson city nv 89701 7756860117 mental health behavioral health counseling therapy psychiatry psychology
T00272,Connections Emergency Behavioral Health Crisis Walk-in Center,1199 South Cameron Street,Harrisburg,PA,17104,7174081353,https://www.google.com/maps/place/Connections+Emergency+Behavioral+Health+Crisis+Walk-in+Center/data=!4m7!3m6!1s0x89c8c1ffddfe4627:0xdfd12d55faecb9f0!8m2!3d40.2495336!4d-76.8654657!16s%2Fg%2F11y824y3_p!19sChIJJ0b-3f_ByIkR8Lns-lUt0d8?authuser=0&hl=zh-CN&rclk=1,connections emergency behavioral health crisis walk-in center 1199 south cameron street harrisburg pa 17104 7174081353 mental health behavioral health counseling therapy psychiatry psychology
T00273,Conscientia Health,Broad Street,Newark,NJ,07114,8778035342,https://www.google.com/maps/place/Conscientia+Health/data=!4m7!3m6!1s0x89c253e104b09f4d:0x90ac7de692ab2443!8m2!3d40.7299816!4d-74.1747772!16s%2Fg%2F11xt6gqlrj!19sChIJTZ-wBOFTwokRQySrkuZ9rJA?authuser=0&hl=zh-CN&rclk=1,conscientia health broad street newark nj 07114 8778035342 mental health behavioral health counseling therapy psychiatry psychology
T00274,Conventions Psychiatry and Counseling,Riverwalk,Naperville,IL,60566,6304168289,https://www.google.com/maps/place/Conventions+Psychiatry+and+Counseling/data=!4m7!3m6!1s0x880e57e23eb2fcc9:0xcb1cbad85bb14340!8m2!3d41.7665362!4d-88.1480549!16s%2Fg%2F11ygh7zhst!19sChIJyfyyPuJXDogRQEOxW9i6HMs?authuser=0&hl=zh-CN&rclk=1,conventions psychiatry and counseling riverwalk naperville il 60566 6304168289 mental health behavioral health counseling therapy psychiatry psychology
T00275,Cook Behavioral Health,West Berry Street,Fort Wayne,IN,46802,2604832400,https://www.google.com/maps/place/Cook+Behavioral+Health/data=!4m7!3m6!1s0x8815e79f2dcbe24d:0x45123cb2de3cd7b7!8m2!3d41.0782436!4d-85.1443167!16s%2Fg%2F11h0mlqn0c!19sChIJTeLLLZ_nFYgRt9c83rI8EkU?authuser=0&hl=zh-CN&rclk=1,cook behavioral health west berry street fort wayne in 46802 2604832400 mental health behavioral health counseling therapy psychiatry psychology
T00276,Core Mental Health Counseling,374 Delaware Avenue,Buffalo,NY,14202,7162476425,https://www.google.com/maps/place/Core+Mental+Health+Counseling/data=!4m7!3m6!1s0x89d31251c76ebc9f:0xfdf0f1e0026fd927!8m2!3d42.8945749!4d-78.8759047!16s%2Fg%2F11clwlkvvz!19sChIJn7xux1ES04kRJ9lvAuDx8P0?authuser=0&hl=zh-CN&rclk=1,core mental health counseling 374 delaware avenue buffalo ny 14202 7162476425 mental health behavioral health counseling therapy psychiatry psychology
T00277,Core of Hope Psychiatry,1272 Reservoir Avenue,Cranston,RI,02920,4014843094,https://www.google.com/maps/place/Core+of+Hope+Psychiatry/data=!4m7!3m6!1s0x89e44fcede0ac4cd:0x9ee66075df488b1d!8m2!3d41.768492!4d-71.4554351!16s%2Fg%2F11hlgydb73!19sChIJzcQK3s5P5IkRHYtI33Vg5p4?authuser=0&hl=zh-CN&rclk=1,core of hope psychiatry 1272 reservoir avenue cranston ri 02920 4014843094 mental health behavioral health counseling therapy psychiatry psychology
T00278,Cornerstone Behavioral Health,1588 Lakewood Avenue,Lakewood,OH,44107,2163024077,https://www.google.com/maps/place/Cornerstone+Behavioral+Health/data=!4m7!3m6!1s0x8830ff40ddded6b1:0x2a8f9910da51e986!8m2!3d41.4784935!4d-81.7760374!16s%2Fg%2F11nnm2vxzs!19sChIJsdbe3UD_MIgRhulR2hCZjyo?authuser=0&hl=zh-CN&rclk=1,cornerstone behavioral health 1588 lakewood avenue lakewood oh 44107 2163024077 mental health behavioral health counseling therapy psychiatry psychology
